Date,Open,High,Low,Close
20-July-2016,3298.84,3319.53,3297.71,3317.60
21-July-2016,3325.21,3327.05,3293.97,3296.27
22-July-2016,3298.24,3315.10,3289.31,3312.35
25-July-2016,3310.02,3349.26,3307.11,3347.41
26-July-2016,3351.53,3354.98,3324.95,3330.43
27-July-2016,3332.11,3358.45,3323.84,3340.20
28-July-2016,3350.77,3362.16,3343.29,3358.41
29-July-2016,3362.04,3363.00,3344.25,3346.18
1-August-2016,3351.24,3373.77,3326.89,3344.19
2-August-2016,3350.72,3365.61,3334.17,3337.57
3-August-2016,3344.76,3345.13,3300.83,3306.62
4-August-2016,3329.61,3331.86,3298.35,3310.68
5-August-2016,3322.74,3363.45,3321.69,3360.03
8-August-2016,3371.79,3379.09,3367.22,3372.86
9-August-2016,3383.06,3383.16,3344.56,3358.12
10-August-2016,3363.33,3364.47,3310.84,3314.97
11-August-2016,3317.72,3325.00,3301.01,3320.73
12-August-2016,3326.97,3357.47,3325.56,3350.37
16-August-2016,3355.62,3357.69,3328.09,3343.29
17-August-2016,3343.39,3354.38,3330.27,3337.17
18-August-2016,3345.57,3363.71,3345.51,3357.18
19-August-2016,3364.02,3368.04,3349.45,3355.84
22-August-2016,3358.29,3364.70,3335.77,3341.16
23-August-2016,3342.82,3345.02,3321.45,3339.82
24-August-2016,3348.11,3353.50,3338.22,3350.02
25-August-2016,3356.21,3361.88,3323.88,3327.46
26-August-2016,3333.20,3339.15,3310.67,3320.02
29-August-2016,3324.89,3334.40,3308.53,3329.47
30-August-2016,3341.79,3394.22,3341.63,3381.83
31-August-2016,3387.55,3408.56,3386.97,3395.37
1-September-2016,3395.73,3405.54,3383.06,3388.82
2-September-2016,3396.50,3407.45,3387.30,3401.71
6-September-2016,3412.27,3456.60,3412.27,3453.13
7-September-2016,3461.39,3465.30,3446.70,3448.85
8-September-2016,3448.93,3466.41,3441.76,3463.26
9-September-2016,3465.62,3465.62,3430.10,3433.10
12-September-2016,3397.94,3397.95,3366.63,3372.09
14-September-2016,3375.15,3383.65,3364.82,3378.53
15-September-2016,3381.77,3385.68,3369.38,3380.28
16-September-2016,3392.35,3424.17,3388.31,3401.02
19-September-2016,3404.80,3416.29,3397.63,3407.83
20-September-2016,3414.01,3414.60,3391.73,3396.83
21-September-2016,3399.61,3416.64,3390.73,3396.40
22-September-2016,3425.28,3441.58,3420.13,3432.50
23-September-2016,3437.21,3438.62,3416.58,3421.01
26-September-2016,3416.11,3416.11,3380.09,3382.90
27-September-2016,3390.62,3398.87,3368.84,3374.50
28-September-2016,3372.50,3398.23,3372.50,3390.23
29-September-2016,3405.01,3412.97,3311.84,3325.65
30-September-2016,3324.37,3349.02,3313.12,3339.17
3-October-2016,3355.44,3395.30,3350.24,3392.09
4-October-2016,3404.91,3411.32,3392.75,3405.83
5-October-2016,3417.95,3422.11,3393.59,3398.45
6-October-2016,3405.89,3417.54,3378.94,3388.96
7-October-2016,3391.38,3396.42,3370.14,3383.19
10-October-2016,3391.74,3402.21,3385.25,3386.65
13-October-2016,3384.20,3384.20,3320.83,3334.05
14-October-2016,3342.20,3347.37,3326.27,3339.95
17-October-2016,3351.36,3353.45,3310.16,3314.60
18-October-2016,3328.24,3374.77,3327.65,3373.59
19-October-2016,3380.77,3382.98,3360.73,3368.55
20-October-2016,3374.81,3395.21,3374.81,3384.37
21-October-2016,3389.61,3389.61,3368.23,3382.78
24-October-2016,3390.50,3399.30,3381.49,3389.86
25-October-2016,3389.31,3393.42,3371.08,3382.13
26-October-2016,3378.20,3378.20,3344.97,3353.83
27-October-2016,3350.49,3353.63,3326.58,3350.47
28-October-2016,3359.49,3366.57,3339.92,3360.18
30-October-2016,3375.41,3379.22,3356.64,3361.00
1-November-2016,3365.87,3376.45,3355.09,3358.08
2-November-2016,3336.22,3336.22,3311.52,3314.79
3-November-2016,3313.54,3325.52,3297.50,3301.34
4-November-2016,3303.95,3306.77,3265.99,3278.59
7-November-2016,3309.81,3318.33,3296.91,3303.86
8-November-2016,3312.62,3326.55,3297.57,3320.01
9-November-2016,3163.18,3292.22,3104.59,3276.35
10-November-2016,3316.85,3344.42,3309.39,3315.97
11-November-2016,3295.35,3295.36,3219.66,3225.53
15-November-2016,3228.98,3229.00,3137.58,3143.53
16-November-2016,3167.71,3183.45,3136.74,3143.85
17-November-2016,3146.69,3161.41,3127.66,3137.15
18-November-2016,3142.45,3153.51,3123.55,3132.94
21-November-2016,3143.53,3145.45,3070.76,3075.84
22-November-2016,3093.65,3112.09,3079.56,3106.30
23-November-2016,3123.07,3127.82,3097.06,3121.23
24-November-2016,3120.06,3120.06,3092.72,3100.93
25-November-2016,3113.35,3157.96,3104.26,3154.70
28-November-2016,3152.89,3168.86,3139.89,3160.44
29-November-2016,3168.91,3189.08,3162.26,3167.45
30-November-2016,3177.27,3203.71,3167.66,3200.70
1-December-2016,3212.90,3214.21,3184.15,3186.16
2-December-2016,3173.21,3173.73,3140.16,3145.98
5-December-2016,3149.39,3168.28,3136.70,3164.08
6-December-2016,3170.91,3182.94,3165.77,3169.38
7-December-2016,3176.52,3187.62,3143.86,3154.83
8-December-2016,3170.60,3213.01,3170.22,3209.29
9-December-2016,3219.96,3220.56,3208.67,3214.00
12-December-2016,3211.61,3211.61,3173.35,3178.95
13-December-2016,3186.94,3197.87,3172.85,3195.17
14-December-2016,3196.59,3199.10,3175.62,3180.71
15-December-2016,3169.15,3197.78,3157.15,3170.13
16-December-2016,3172.96,3177.66,3159.72,3161.96
19-December-2016,3164.55,3164.55,3145.61,3148.75
20-December-2016,3149.92,3156.02,3130.69,3138.20
21-December-2016,3145.55,3149.78,3129.36,3132.67
22-December-2016,3130.64,3132.71,3093.35,3098.35
23-December-2016,3095.05,3114.25,3082.21,3100.80
26-December-2016,3096.38,3097.57,3062.52,3067.09
27-December-2016,3066.53,3120.05,3064.67,3115.48
28-December-2016,3121.20,3144.05,3116.15,3118.26
29-December-2016,3137.74,3147.78,3113.16,3144.75
30-December-2016,3154.69,3181.72,3149.87,3176.06
2-January-2017,3185.87,3189.49,3161.68,3178.77
3-January-2017,3182.14,3196.58,3169.78,3187.63
4-January-2017,3190.20,3196.89,3181.97,3185.42
5-January-2017,3198.54,3222.83,3198.54,3218.73
6-January-2017,3227.07,3233.56,3204.69,3208.38
9-January-2017,3217.42,3218.85,3202.70,3205.84
10-January-2017,3216.52,3227.20,3215.70,3225.06
11-January-2017,3235.07,3264.44,3235.07,3261.14
12-January-2017,3265.10,3276.81,3262.95,3271.62
13-January-2017,3285.51,3293.37,3259.97,3269.18
16-January-2017,3269.93,3281.82,3261.96,3277.11
17-January-2017,3282.59,3289.11,3264.85,3271.11
18-January-2017,3274.43,3297.51,3273.73,3280.80
19-January-2017,3280.95,3291.13,3276.76,3287.19
20-January-2017,3279.87,3284.68,3250.24,3253.27
23-January-2017,3250.12,3276.14,3246.88,3271.43
24-January-2017,3277.85,3307.79,3275.59,3305.49
25-January-2017,3315.38,3356.74,3313.23,3353.46
27-January-2017,3359.25,3382.97,3359.02,3371.57
30-January-2017,3370.41,3380.35,3361.71,3368.65
31-January-2017,3371.50,3371.52,3334.16,3337.21
1-February-2017,3340.43,3401.97,3328.81,3399.78
2-February-2017,3404.94,3415.23,3388.76,3407.09
3-February-2017,3412.21,3414.59,3396.79,3409.08
6-February-2017,3422.48,3439.88,3422.36,3432.90
7-February-2017,3435.99,3437.78,3409.15,3419.89
8-February-2017,3425.85,3431.15,3400.90,3422.05
9-February-2017,3428.38,3442.23,3404.45,3426.13
10-February-2017,3433.63,3441.28,3422.00,3428.94
13-February-2017,3440.65,3442.47,3414.54,3433.51
14-February-2017,3438.84,3438.89,3421.43,3429.29
15-February-2017,3422.37,3433.55,3395.01,3399.04
16-February-2017,3405.61,3427.06,3396.03,3425.18
17-February-2017,3461.23,3467.80,3436.10,3443.41
20-February-2017,3446.39,3469.06,3439.35,3466.54
21-February-2017,3473.59,3486.11,3464.26,3481.40
22-February-2017,3488.78,3501.17,3479.77,3486.73
23-February-2017,3491.47,3507.23,3484.85,3488.22
27-February-2017,3489.25,3493.70,3470.09,3472.47
28-February-2017,3473.53,3480.68,3463.19,3467.61
1-March-2017,3478.05,3498.81,3476.78,3492.85
2-March-2017,3508.40,3511.78,3463.34,3469.83
3-March-2017,3469.46,3474.44,3456.31,3471.07
6-March-2017,3474.31,3497.85,3474.31,3495.27
7-March-2017,3500.58,3501.11,3484.51,3488.70
8-March-2017,3491.30,3492.80,3465.99,3477.51
9-March-2017,3478.56,3487.53,3469.52,3479.07
10-March-2017,3488.59,3498.55,3470.48,3480.44
14-March-2017,3538.21,3552.54,3528.63,3539.76
15-March-2017,3542.16,3548.30,3536.74,3540.71
16-March-2017,3553.34,3570.42,3553.34,3567.85
17-March-2017,3585.71,3593.20,3566.04,3571.64
20-March-2017,3577.82,3582.82,3556.13,3561.54
21-March-2017,3564.28,3568.04,3544.17,3558.09
22-March-2017,3541.62,3541.62,3517.75,3523.17
23-March-2017,3529.77,3550.54,3529.61,3545.47
24-March-2017,3549.00,3565.70,3548.62,3554.16
27-March-2017,3551.92,3554.06,3524.01,3533.62
28-March-2017,3542.42,3557.85,3542.42,3553.97
29-March-2017,3562.28,3570.49,3557.52,3568.24
30-March-2017,3570.35,3585.62,3568.53,3582.30
31-March-2017,3582.92,3588.94,3576.12,3582.29
3-April-2017,3595.43,3608.56,3591.14,3606.77
5-April-2017,3616.29,3624.62,3600.47,3621.30
6-April-2017,3618.90,3623.59,3605.81,3620.93
7-April-2017,3613.52,3620.10,3593.16,3597.72
10-April-2017,3605.25,3612.79,3591.73,3594.29
11-April-2017,3598.39,3619.97,3592.20,3617.30
12-April-2017,3624.22,3624.74,3589.11,3605.48
13-April-2017,3604.89,3606.83,3579.16,3581.64
17-April-2017,3582.38,3586.40,3570.25,3574.33
18-April-2017,3581.98,3607.47,3554.51,3558.98
19-April-2017,3564.02,3567.29,3549.72,3561.32
20-April-2017,3561.22,3577.65,3560.21,3574.26
21-April-2017,3590.84,3592.42,3555.44,3567.17
24-April-2017,3573.16,3606.62,3572.55,3603.40
25-April-2017,3622.28,3643.29,3617.05,3641.88
26-April-2017,3652.44,3663.40,3635.86,3657.17
27-April-2017,3657.00,3664.00,3646.63,3652.52
28-April-2017,3658.20,3658.28,3635.11,3639.87
2-May-2017,3650.74,3660.45,3628.02,3644.88
3-May-2017,3652.75,3656.82,3638.14,3643.15
4-May-2017,3660.18,3665.25,3649.21,3662.76
5-May-2017,3666.52,3669.14,3625.42,3630.44
8-May-2017,3641.22,3652.59,3636.54,3643.69
9-May-2017,3648.98,3656.89,3642.29,3649.02
10-May-2017,3657.00,3688.69,3656.89,3686.18
11-May-2017,3696.15,3702.88,3687.87,3691.72
12-May-2017,3696.81,3698.15,3671.87,3681.70
15-May-2017,3693.32,3701.52,3692.28,3698.91
16-May-2017,3706.64,3726.05,3704.83,3724.85
17-May-2017,3728.10,3730.06,3713.85,3725.88
18-May-2017,3705.42,3713.10,3680.05,3685.47
19-May-2017,3697.96,3717.80,3669.74,3684.60
22-May-2017,3705.86,3713.20,3682.52,3687.01
23-May-2017,3687.40,3691.66,3657.46,3663.20
24-May-2017,3672.16,3680.49,3642.50,3650.21
25-May-2017,3658.67,3708.73,3656.43,3704.25
26-May-2017,3706.41,3744.28,3700.95,3740.59
29-May-2017,3733.22,3753.39,3721.58,3739.33
30-May-2017,3737.66,3750.95,3728.75,3746.78
31-May-2017,3754.32,3756.91,3742.86,3746.84
1-June-2017,3744.95,3752.84,3735.16,3743.89
2-June-2017,3753.09,3766.43,3752.12,3761.93
5-June-2017,3765.06,3777.59,3758.51,3772.25
6-June-2017,3786.29,3787.36,3754.14,3756.85
7-June-2017,3764.75,3775.23,3755.84,3767.84
8-June-2017,3773.56,3778.14,3759.64,3761.66
9-June-2017,3760.72,3773.12,3747.88,3769.91
12-June-2017,3767.13,3767.19,3744.89,3751.52
13-June-2017,3752.06,3767.82,3744.79,3749.29
14-June-2017,3754.24,3758.00,3738.50,3751.09
15-June-2017,3756.45,3756.98,3732.70,3739.66
16-June-2017,3750.07,3754.00,3736.44,3741.73
19-June-2017,3754.57,3775.69,3754.54,3768.60
20-June-2017,3777.41,3778.10,3764.61,3769.06
21-June-2017,3768.87,3768.87,3752.53,3761.20
22-June-2017,3770.03,3786.91,3755.11,3759.29
23-June-2017,3766.25,3767.42,3732.14,3736.72
27-June-2017,3745.33,3753.45,3698.97,3713.08
28-June-2017,3715.03,3717.97,3699.15,3706.02
29-June-2017,3715.73,3737.59,3705.35,3711.42
30-June-2017,3710.26,3725.55,3691.76,3720.62
3-July-2017,3746.82,3761.97,3730.74,3759.11
4-July-2017,3771.53,3774.49,3752.61,3757.78
5-July-2017,3765.23,3770.40,3756.28,3767.66
6-July-2017,3775.01,3791.92,3770.66,3781.06
7-July-2017,3782.40,3786.93,3771.47,3778.91
10-July-2017,3796.96,3827.20,3793.28,3821.47
11-July-2017,3830.54,3841.57,3820.72,3823.54
12-July-2017,3832.87,3840.11,3826.29,3836.11
13-July-2017,3848.09,3867.33,3847.47,3864.02
14-July-2017,3872.17,3873.73,3847.04,3863.14
17-July-2017,3867.21,3880.02,3866.92,3875.21
18-July-2017,3847.73,3864.33,3834.06,3840.19
19-July-2017,3858.84,3874.16,3852.22,3871.65
20-July-2017,3880.09,3882.33,3858.75,3861.90
21-July-2017,3875.54,3880.77,3849.26,3877.24
24-July-2017,3885.71,3905.91,3880.66,3897.08
25-July-2017,3910.47,3912.87,3892.32,3896.85
26-July-2017,3903.17,3920.71,3898.33,3918.05
27-July-2017,3934.05,3955.14,3914.32,3920.10
28-July-2017,3920.94,3920.94,3891.97,3915.99
31-July-2017,3925.74,3942.34,3919.42,3939.17
1-August-2017,3949.72,3954.20,3936.33,3948.77
2-August-2017,3957.05,3960.66,3928.79,3938.01
3-August-2017,3941.44,3941.44,3909.20,3915.58
4-August-2017,3910.62,3941.99,3906.21,3938.37
7-August-2017,3946.81,3949.68,3936.32,3940.64
8-August-2017,3949.38,3952.28,3896.21,3907.62
9-August-2017,3898.30,3904.78,3870.70,3878.84
10-August-2017,3874.24,3874.86,3819.85,3837.70
11-August-2017,3813.06,3822.04,3788.40,3799.34
14-August-2017,3811.50,3842.02,3811.44,3832.38
16-August-2017,3848.30,3874.31,3826.13,3870.69
17-August-2017,3888.37,3890.89,3867.17,3873.89
18-August-2017,3867.06,3867.06,3828.97,3849.08
21-August-2017,3859.13,3868.10,3809.94,3814.74
22-August-2017,3830.69,3844.23,3812.04,3817.07
23-August-2017,3832.26,3853.04,3826.39,3850.65
24-August-2017,3861.64,3863.81,3850.54,3854.07
28-August-2017,3870.41,3884.45,3867.48,3879.11
29-August-2017,3877.46,3879.24,3829.09,3833.24
30-August-2017,3849.85,3878.94,3849.71,3870.03
31-August-2017,3875.90,3883.22,3860.49,3880.53
1-September-2017,3884.79,3909.09,3880.53,3904.68
4-September-2017,3909.74,3909.74,3858.69,3878.09
5-September-2017,3885.15,3901.17,3877.73,3895.28
6-September-2017,3884.49,3889.60,3869.45,3882.06
7-September-2017,3892.91,3903.48,3884.56,3890.62
8-September-2017,3897.35,3903.90,3882.00,3888.74
11-September-2017,3902.39,3926.96,3902.06,3918.03
12-September-2017,3936.38,3951.62,3925.85,3949.47
13-September-2017,3952.89,3968.55,3939.02,3945.17
14-September-2017,3962.18,3965.44,3943.34,3950.25
15-September-2017,3943.67,3959.98,3933.16,3949.71
18-September-2017,3961.29,3980.61,3961.28,3972.51
19-September-2017,3983.93,3984.17,3965.57,3973.53
20-September-2017,3981.01,3983.43,3966.55,3968.58
21-September-2017,3969.12,3975.05,3933.03,3956.29
22-September-2017,3950.80,3950.87,3886.59,3890.82
25-September-2017,3897.53,3900.27,3831.05,3850.79
26-September-2017,3856.94,3860.67,3828.72,3850.26
27-September-2017,3870.48,3871.99,3789.50,3796.73
28-September-2017,3802.45,3816.46,3778.93,3809.92
29-September-2017,3823.40,3846.23,3815.78,3819.58
3-October-2017,3848.20,3856.69,3842.19,3851.89
4-October-2017,3858.51,3881.27,3849.05,3871.34
5-October-2017,3878.38,3886.30,3860.70,3863.68
6-October-2017,3869.50,3900.17,3869.30,3896.46
9-October-2017,3902.98,3914.43,3892.41,3901.28
10-October-2017,3908.92,3920.03,3908.02,3911.77
11-October-2017,3920.33,3934.59,3887.36,3899.23
12-October-2017,3906.39,3944.70,3895.73,3941.34
13-October-2017,3948.04,3976.19,3948.04,3967.84
16-October-2017,3974.85,3996.66,3970.39,3989.70
17-October-2017,3993.35,4000.87,3984.49,3992.61
18-October-2017,3986.45,3994.46,3969.62,3983.55
19-October-2017,3995.33,3997.22,3950.28,3960.08
23-October-2017,3962.49,3985.89,3950.94,3973.39
24-October-2017,3985.30,3995.37,3973.95,3982.51
25-October-2017,4022.58,4035.59,4001.28,4024.59
26-October-2017,4025.26,4046.24,4009.28,4041.42
27-October-2017,4049.02,4051.45,4028.95,4033.95
30-October-2017,4047.37,4060.60,4043.65,4051.10
31-October-2017,4051.13,4055.40,4038.04,4043.84
1-November-2017,4060.45,4089.83,4060.10,4083.57
2-November-2017,4089.13,4092.83,4075.05,4081.67
3-November-2017,4091.68,4097.50,4075.54,4092.95
6-November-2017,4097.96,4111.51,4083.57,4097.33
7-November-2017,4103.40,4111.54,4050.55,4055.40
8-November-2017,4061.10,4068.35,4027.93,4036.36
9-November-2017,4052.91,4064.07,4022.19,4041.49
10-November-2017,4038.41,4051.50,4019.83,4042.01
13-November-2017,4053.10,4055.60,4003.06,4006.50
14-November-2017,4001.52,4016.16,3986.58,3990.73
15-November-2017,3991.97,3992.02,3949.54,3959.90
16-November-2017,3966.97,4005.16,3966.97,3998.02
17-November-2017,4031.37,4050.40,4019.41,4026.56
20-November-2017,4029.96,4037.97,4019.51,4032.02
21-November-2017,4041.37,4059.00,4038.21,4043.90
22-November-2017,4053.45,4059.60,4036.01,4048.25
23-November-2017,4049.08,4061.27,4034.88,4051.25
24-November-2017,4060.46,4070.04,4057.75,4064.37
27-November-2017,4060.22,4070.68,4047.13,4068.35
28-November-2017,4067.45,4076.52,4052.46,4058.08
29-November-2017,4064.20,4068.80,4048.12,4054.26
30-November-2017,4046.80,4049.69,4001.36,4006.41
1-December-2017,4017.83,4024.99,3958.94,3964.36
4-December-2017,3979.87,3985.36,3954.59,3968.33
5-December-2017,3962.76,3971.39,3944.32,3961.62
6-December-2017,3959.90,3960.45,3927.93,3931.10
7-December-2017,3933.48,3986.37,3932.19,3981.27
8-December-2017,3991.97,4023.41,3991.97,4018.66
11-December-2017,4028.68,4047.67,4026.89,4039.88
12-December-2017,4036.26,4039.74,4005.59,4009.45
13-December-2017,4010.77,4028.99,3979.21,3987.56
14-December-2017,3994.53,4018.26,3966.69,4009.82
15-December-2017,4035.34,4056.46,4035.34,4041.98
18-December-2017,4033.54,4083.01,3945.24,4061.34
19-December-2017,4076.93,4097.30,4072.42,4093.90
20-December-2017,4103.19,4105.83,4085.34,4088.38
21-December-2017,4093.62,4100.28,4083.67,4088.05
22-December-2017,4091.38,4109.28,4091.38,4106.92
26-December-2017,4112.28,4122.62,4105.62,4118.60
27-December-2017,4126.53,4132.44,4098.27,4106.15
28-December-2017,4109.70,4121.82,4091.56,4100.77
29-December-2017,4107.41,4126.27,4107.41,4122.99
1-January-2018,4125.90,4129.30,4089.31,4095.50
2-January-2018,4106.57,4113.42,4076.10,4090.29
3-January-2018,4103.37,4118.11,4089.46,4093.22
4-January-2018,4107.45,4122.79,4093.76,4119.74
5-January-2018,4128.18,4148.73,4128.09,4145.93
8-January-2018,4153.62,4174.83,4153.62,4171.15
9-January-2018,4179.10,4185.24,4163.73,4175.63
10-January-2018,4186.46,4189.93,4160.92,4172.63
11-January-2018,4177.36,4186.03,4166.92,4179.68
12-January-2018,4187.85,4195.95,4155.91,4187.13
15-January-2018,4198.14,4227.00,4198.08,4208.22
16-January-2018,4213.76,4219.49,4184.23,4189.19
17-January-2018,4189.02,4228.67,4171.58,4224.21
18-January-2018,4251.60,4263.26,4211.71,4226.37
19-January-2018,4234.59,4261.27,4219.96,4257.10
22-January-2018,4267.68,4288.80,4254.38,4285.84
23-January-2018,4295.41,4330.69,4295.04,4327.02
24-January-2018,4329.82,4339.73,4313.60,4327.89
25-January-2018,4333.91,4337.62,4289.37,4310.30
29-January-2018,4317.24,4351.29,4316.15,4331.36
30-January-2018,4329.81,4332.02,4298.77,4303.13
31-January-2018,4296.02,4307.32,4274.45,4292.97
1-February-2018,4303.67,4326.42,4234.85,4289.90
2-February-2018,4267.92,4269.28,4180.69,4187.81
5-February-2018,4147.26,4168.66,4121.30,4155.67
6-February-2018,4039.36,4122.94,4002.69,4088.08
7-February-2018,4132.03,4143.01,4071.13,4079.56
8-February-2018,4092.94,4146.31,4083.35,4123.78
9-February-2018,4074.25,4091.88,4056.03,4083.43
12-February-2018,4105.92,4124.11,4096.82,4118.44
14-February-2018,4135.69,4139.56,4087.54,4102.32
15-February-2018,4108.22,4143.01,4099.72,4112.48
16-February-2018,4127.06,4138.83,4068.98,4075.74
19-February-2018,4080.87,4087.05,4017.23,4044.48
20-February-2018,4056.04,4067.36,4036.38,4041.57
21-February-2018,4054.92,4065.92,4037.32,4053.07
22-February-2018,4048.21,4051.16,4032.79,4044.04
23-February-2018,4047.61,4090.29,4047.23,4087.46
26-February-2018,4099.47,4129.95,4099.46,4126.20
27-February-2018,4138.41,4146.19,4109.26,4112.91
28-February-2018,4088.63,4106.11,4079.38,4092.05
1-March-2018,4088.80,4105.52,4071.74,4075.69
5-March-2018,4072.66,4072.68,4022.92,4034.89
6-March-2018,4065.82,4068.81,3980.88,3992.14
7-March-2018,3987.33,3994.42,3952.44,3957.32
8-March-2018,3979.72,3996.48,3949.74,3986.20
9-March-2018,3997.24,4007.96,3975.25,3981.93
12-March-2018,4000.48,4055.31,4000.48,4050.43
13-March-2018,4039.81,4076.20,4037.52,4056.06
14-March-2018,4043.54,4059.25,4027.57,4054.82
15-March-2018,4054.53,4059.19,4030.37,4035.44
16-March-2018,4035.78,4035.92,3971.59,3977.49
19-March-2018,3986.24,3986.78,3927.11,3935.10
20-March-2018,3924.94,3956.56,3917.61,3946.11
21-March-2018,3958.28,3988.03,3950.52,3959.44
22-March-2018,3966.57,3979.21,3938.50,3943.21
23-March-2018,3899.42,3909.93,3881.43,3899.62
26-March-2018,3894.86,3959.03,3888.42,3953.36
27-March-2018,3968.68,3991.64,3960.04,3975.63
28-March-2018,3966.11,3968.69,3946.43,3952.04
2-April-2018,3961.56,3995.49,3957.68,3992.04
3-April-2018,3986.53,4012.09,3980.27,4007.86
4-April-2018,4017.47,4023.16,3958.74,3963.24
